Begin Time - hh:mm:ss.ms,End Time - hh:mm:ss.ms,Duration - hh:mm:ss.ms,Anna,Anna backchannel actions,Anna backchannels,Bert,Bert backchannel actions,Bert backchannels,Cassie,Cassie backchannel actions,Cassie backchannels,Doyle,Doyle backchannel actions,Doyle backchannels,Erin,Erin backchannel actions,Erin backchannels,Flo,Flo backchannel actions,Flo backchannels,Gemma,Gemma backchannel actions,Gemma backchannels,Holly,Holly backchannel actions,Holly backchannels,Ike,Ike backchannel actions,Ike backchannels,Turn subtype,Turntype,File
00:07:32,00:07:34,00:00:02,twenty minutes or something before [a2522],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:37,00:07:39,00:00:01,like we were really [a2524],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:41,00:07:43,00:00:02,give lucozade or sort of if [a2526],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:44,00:07:45,00:00:01,,,,,,,yeah [a3022],acknowledgement [a3956],yeah [a3552],,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:47,00:07:48,00:00:02,Yeah. I think just if he's had a lot of [a2529],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:50,00:07:50,00:00:01,"if he's got a lot of active insulin, so if he's got a lot of insulin on board, [a2530]",,,,,,mhm [a3731],acknowledgement [a3959],mhm [a3758],,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:52,00:07:53,00:00:01,"then it won't catch it, and we will have to [a2531]",,,,,,yeah [a3027],acknowledgement [a3962],yeah [a3557],,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:54,00:07:55,00:00:01,,,,,,,treat it. Yeah. [a3028],joint construction [a3963],treat it [a3558],,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:07:55,00:07:55,00:00:01,yeah. [a2533],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:02,00:08:05,00:00:03,"and you can hear the alarms, and school  [a2537]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:07,00:08:07,00:00:01,"find it really reassuring that there's alarms, and [a2538]",,,,,,mhm [a3034],acknowledgement [a3971],mhm [a3564],,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:09,00:08:10,00:00:01,yeah. [a2540],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2344],other [a2335],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:17,00:08:18,00:00:01,"well, I think [a2546]",,,,,,,,,,,,,,,,,,,,,,,,,,,orientation [a1619],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:20,00:08:21,00:00:01,,,,,,,mhm [a3040],acknowledgement [a3974],mhm [a3567],,,,,,,,,,,,,,,,,,,orientation [a1619],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:20,00:08:21,00:00:01,and then [a2548],,,,,,,,,,,,,,,,,,,,,,,,,,,orientation [a1619],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:21,00:08:23,00:00:02,there was a few issues. [a2549],,,,,,,,,,,,,,,,,,,,,,,,,,,orientation [a1619],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:23,00:08:24,00:00:01,Where like [a2550],,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1620],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:26,00:08:27,00:00:01,you know they said to us they would [a2553],,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1620],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:30,00:08:33,00:00:03,"that there would be somebody there all the time, to sort of [a2555]",,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1620],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:40,00:08:42,00:00:03,so they sai- +said -- and then it turned out that [a2559],,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1620],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:48,00:08:49,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation [a1621],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:48,00:08:49,00:00:01,brilliant. [a2562],,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation [a1621],story school and diabetes [a1390],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:55,00:08:57,00:00:02,"mhm, mhm, mhm, yeah. [a2567]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2345],other [a2336],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:08:55,00:08:58,00:00:03,,,,,,,"Yeah, and that's good, so, just having [a3049]",,,,,,,,,,,,,,,,,,,,,other [a2345],other [a2336],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:02,00:09:06,00:00:04,"Yeah, they really like the sensor and [a2570]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2345],other [a2336],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:06,00:09:07,00:00:02,yeah the pump and everything yeah. [a2571],,,,,,((mm keeps him)) [a3733],joint construction [a3983],mm keeps him [a3762],,,,,,,,,,,,,,,,,,,other [a2345],other [a2336],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:07,00:09:08,00:00:00,,,,,,,yeah [a3052],acknowledgement [a3984],yeah [a3575],,,,,,,,,,,,,,,,,,,other [a2345],other [a2336],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:16,00:09:19,00:00:03,"I I don't know if they come out the class to be treated or what, [a2576]",,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:16,00:09:17,00:00:01,"I I don't know if they come out the class to be treated or what, [a2576]",,,,,,mm [a3053],acknowledgement [a3985],mm [a3576],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:19,00:09:20,00:00:01,,,,,,,yeah [a3054],acknowledgement [a3986],yeah [a3577],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:21,00:09:21,00:00:01,I know some children do have [a2578],,,,,,"yeah, could [a3055]",acknowledgement [a3987],yeah could [a3578],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:24,00:09:25,00:00:00,"their blood glucose and all that, and [a2580]",,,,,,Yeah [a3056],acknowledgement [a3988],yeah [a3579],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:25,00:09:26,00:00:00,,,,,,,Yeah [a3057],acknowledgement [a3989],yeah [a3580],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:27,00:09:28,00:00:01,,,,,,,yeah [a3058],acknowledgement [a3990],yeah [a3581],,,,,,,,,,,,,,,,,,,complication [a1624],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:31,00:09:32,00:00:01,"classwork, which is brilliant. [a2584]",,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation [a1625],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:31,00:09:32,00:00:01,"classwork, which is brilliant. [a2584]",,,,,,Yeah. [a3059],change-of-activity [a3991],yeah [a3582],,,,,,,,,,,,,,,,,,,evaluation [a1625],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:32,00:09:33,00:00:01,,,,,,,That's really important. And also [a3060],,,,,,,,,,,,,,,,,,,,,evaluation [a1625],story testing in the classroom [a1391],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:38,00:09:39,00:00:01,,,,,,,feeling like they need [a3063],,,,,,,,,,,,,,,,,,,,,other [a2346],other [a2337],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:42,00:09:43,00:00:01,yeah. [a2586],acknowledgement [a3802],yeah [a3409],,,,"you know that would worry me slightly, um [a3065]",,,,,,,,,,,,,,,,,,,,,other [a2346],other [a2337],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:46,00:09:47,00:00:01,,,,,,,"really nosy, but [a3068]",,,,,,,,,,,,,,,,,,,,,orientation [a1626],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:47,00:09:51,00:00:04,,,,,,,"um I've certainly had kids before in class who're like ""Oh I need to go and check my blood sugar"", I'm like ""listen"" [a3069]",,,,,,,,,,,,,,,,,,,,,complication [a1627],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:52,00:09:54,00:00:02,,,,,,,If you wanna check it here [a3070],,,,,,,,,,,,,,,,,,,,,evaluation [a1628],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:54,00:09:55,00:00:01,,,,,,,you do that do you know [a3071],,,,,,,,,,,,,,,,,,,,,evaluation [a1628],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:09:58,00:10:01,00:00:03,,,,,,,"and that's fine, but don't worry about [a3073]",,,,,,,,,,,,,,,,,,,,,evaluation [a1628],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:01,00:10:05,00:00:04,,,,,,,"anybody else, whilst you're doing that, it's what you want and what you need. [a3074]",,,,,,,,,,,,,,,,,,,,,evaluation [a1628],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:03,00:10:04,00:00:01,yeah [a2590],acknowledgement [a3805],yeah [a3413],,,,"anybody else, whilst you're doing that, it's what you want and what you need. [a3074]",,,,,,,,,,,,,,,,,,,,,evaluation [a1628],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:10,00:10:13,00:00:03,,,,,,,"And I think technology does make that difference, doesn't it? [a3077]",,,,,,,,,,,,,,,,,,,,,coda [a1630],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:10,00:10:10,00:00:01,yeah. [a2592],acknowledgement [a3807],yeah [a3415],,,,"And I think technology does make that difference, doesn't it? [a3077]",,,,,,,,,,,,,,,,,,,,,coda [a1630],story testing in class [a1393],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:27,00:10:28,00:00:01,not [a2598],,,,,,"yeah, thought about it yet. [a3083]",self-initiated other repair [a3994],"yeah, thought about it yet [a3586]",,,,,,,,,,,,,,,,,,,other [a2347],other [a2338],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:42,00:10:44,00:00:02,,,,,,,"things about schools before, and [a3096]",,,,,,,,,,,,,,,,,,,,,other [a2347],other [a2338],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:44,00:10:45,00:00:01,yeah [a2605],acknowledgement [a3809],yeah [a3417],,,,,,,,,,,,,,,,,,,,,,,,,other [a2347],other [a2338],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:44,00:10:48,00:00:04,,,,,,,being reluctant to take kids away and all that kind -- it just makes me cross. [a3097],,,,,,,,,,,,,,,,,,,,,other [a2347],other [a2338],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:48,00:10:50,00:00:02,"Yeah. No, I think the school [a2606]",,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation [a1631],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:10:51,00:10:52,00:00:00,have come round to the whole -- I think it [a2607],,,,,,"good, yeah [a3100]",first assessment [a4002],good [a3763],,,,,,,,,,,,,,,,,,,evaluation [a1631],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:03,00:11:04,00:00:00,"we go in and support the school quite a lot. Like my son had swimming, [a2613]",,,,,,yeah [a3103],acknowledgement [a4006],yeah [a3597],,,,,,,,,,,,,,,,,,,orientation [a1632],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:12,00:11:16,00:00:04,"issues about disconnecting the pump, and how that would all happen, and if his sensor [a2617]",,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1633],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:14,00:11:15,00:00:01,"issues about disconnecting the pump, and how that would all happen, and if his sensor [a2617]",,,,,,mhm [a3105],acknowledgement [a4008],mhm [a3599],,,,,,,,,,,,,,,,,,,complication [a1633],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:16,00:11:24,00:00:08,"got wet, and the dressing round it might fall of and all that, so we just said we will come and s- +sure -- you know we will come every week and do [a2618]",,,,,,,,,,,,,,,,,,,,,,,,,,,complication [a1633],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:21,00:11:22,00:00:01,"got wet, and the dressing round it might fall of and all that, so we just said we will come and s- +sure -- you know we will come every week and do [a2618]",,,,,,mm [a3106],acknowledgement [a4009],mm [a3600],,,,,,,,,,,,,,,,,,,complication [a1633],story school and swimming lessons [a1484],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:28,00:11:31,00:00:04,"Yeah, so it's just it just really like to get [a2619]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:31,00:11:33,00:00:02,the best out of your sensor it's really good [a2620],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:37,00:11:39,00:00:02,"keep it -- the accuracy really good, so s- +so [a2622]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:41,00:11:42,00:00:01,like detri- +detrimental [a2625],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:45,00:11:45,00:00:01,"the sticky stuff wouldn't be very good, and it'll [a2627]",,,,,,yeah [a3114],acknowledgement [a4015],yeah [a3606],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:45,00:11:46,00:00:01,,,,,,,okay [a3115],acknowledgement [a4016],okay [a3607],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:47,00:11:48,00:00:00,,,,,,,yeah [a3734],change-of-activity [a4017],yeah [a3764],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:53,00:11:55,00:00:02,"y- +yeah -- yeah, falling o- +off, yeah [a2631]",,,,,,"in funny places, yeah [a3118]",,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:55,00:11:55,00:00:01,"y- +yeah -- yeah, falling o- +off, yeah [a2631]",acknowledgement [a3811],yeah [a3736],,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:11:57,00:11:58,00:00:01,,,,,,,depends. [a3121],,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:16,00:12:17,00:00:01,"yeah, I I [a2637]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:23,00:12:28,00:00:05,"No, I don't really know much about it, I haven't really looked into it, but I think [a2639]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:28,00:12:30,00:00:02,"Yeah, it it sounds [a2640]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:37,00:12:38,00:00:01,you know how difficult it is to get funding for a pump and that then [a2642],,,,,,yeah [a3132],acknowledgement [a4022],yeah [a3614],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:40,00:12:41,00:00:01,there'll be very few people that the N H S probably will fund. [a2644],,,,,,yes [a3133],acknowledgement [a4023],yes [a3615],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:48,00:12:55,00:00:07,,,,,,,"have hacked like rasperry pies, the computers and things, and created their own. There's, there's a guy on twitter who [a3138]",,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:12:52,00:12:53,00:00:01,yeah [a2647],acknowledgement [a3818],yeah [a3424],,,,"have hacked like rasperry pies, the computers and things, and created their own. There's, there's a guy on twitter who [a3138]",,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:08,00:13:11,00:00:03,,,,,,,"h- +hashtag -- hashtag we're not waiting, and night [a3143]",,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:10,00:13:16,00:00:06,yeah the the the yeah there's lots of parents I I know a few people [a2650],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:13,00:13:14,00:00:01,yeah the the the yeah there's lots of parents I I know a few people [a2650],,,,,,mm [a3145],continuer [a4024],mm [a3616],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:23,00:13:26,00:00:04,"give you all the instructions and they'll give you all the advice, there's all [a2653]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:23,00:13:24,00:00:01,"give you all the instructions and they'll give you all the advice, there's all [a2653]",,,,,,okay. yeah. [a3149],acknowledgement [a4029],yeah [a3621],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:24,00:13:25,00:00:01,"give you all the instructions and they'll give you all the advice, there's all [a2653]",,,,,,yeah [a3150],acknowledgement [a4030],yeah [a3622],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:26,00:13:30,00:00:04,"these clever people in America set it up, like [a2654]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:29,00:13:30,00:00:01,,,,,,,"absolutely, yeah. [a3153]",acknowledgement [a4033],absolutely. yeah [a3625],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:30,00:13:33,00:00:02,,,,,,,"I don't have facebook, so I er er but [a3154]",,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:31,00:13:33,00:00:01,yeah [a2656],continuer [a3822],yeah [a3428],,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:44,00:13:45,00:00:01,,,,,,,thought [a3159],,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:47,00:13:49,00:00:03,,,,,,,looks complicated {LG} so I'm like [a3161],,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:53,00:13:56,00:00:03,"well, a little article like I think they did a trial [a2661]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:13:56,00:14:00,00:00:04,"some of the companies did a trial down south, I can't remember where, and [a2662]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:08,00:14:10,00:00:02,,,,,,,yeah [a3166],,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:08,00:14:09,00:00:01,,,,,,,yeah [a3166],acknowledgement [a4037],yeah [a3629],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:10,00:14:11,00:00:01,,,,,,,was doing it for them. [a3167],joint construction [a4038],was doing it for them. [a3630],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:15,00:14:16,00:00:01,"like it -- you know -- gave them some glucogon if they thought they needed it, or [a2667]",,,,,,yeah [a3169],acknowledgement [a4040],yeah [a3632],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:18,00:14:22,00:00:04,"gave them insulin if if they thought they needed it, so they didn't always have to [a2668]",,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:19,00:14:20,00:00:01,"gave them insulin if if they thought they needed it, so they didn't always have to [a2668]",,,,,,yeah [a3170],acknowledgement [a4041],yeah [a3633],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:27,00:14:28,00:00:01,"worry about what your blood glucose is doing all the time, yeah. [a2670]",,,,,,yeah. yeah [a3172],acknowledgement [a4044],yeah [a3636],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:29,00:14:29,00:00:00,,,,,,,yeah [a3173],acknowledgement [a4045],yeah [a3637],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:43,00:14:44,00:00:01,"And, I think it has insulin and glucagon as far as I know [a2674]",,,,,,"Ah, okay, I didn't, right, that [a3179]",change-of-state [a4068],"Ah, okay, I didn't [a3640]",,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:47,00:14:50,00:00:03,obviously senses what your blood glucose's doing and gives [a2676],,,,,,,,,,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
00:14:53,00:14:54,00:00:00,"yeah, and it -- but I d- +don't I don't know if you have to still input the carbs, for [a2679]",,,,,,"goodness me, yeah. [a3183]",acknowledgement [a4076],yeah [a4063],,,,,,,,,,,,,,,,,,,other [a2348],other [a2339],20170117_Anna-Cassie_Healthcare_backchannels.eaf
